Phi,Theta,E_deloc,E_nonbond,E_hyd,E_tot,E_meth,norm_E_meth,new_E_nb,new_E_deloc
41,30,170,1.0482312235001245,-1571.6537437673,-1571.6447949923,-1570.6055125438,0.00894877500002167,0.0025774506000288966,-1571.6473724429,1.041859899100018
272,40,170,1.0463084278001133,-1571.6225806917,-1571.6115476962,-1570.5762722639,0.01103299549993153,0.0020309787000769575,-1571.6135786749,1.037306411000145
176,50,170,1.0448961104002592,-1571.5842618566003,-1571.5701363169,-1570.5393657462,0.014125539700103218,0.0012431365000793448,-1571.5713794534001,1.0320137072001216
345,60,170,1.0429518424998605,-1571.5377468657998,-1571.5211085668,-1570.4947950233,0.016638298999964718,0.0004735424000728017,-1571.5215821092002,1.026787085900196
220,0,180,1.0481110481000542,-1571.6968940227,-1571.6950386352,-1570.6487829746,0.001855387499972494,0.0,-1571.6950386352,1.0462556606000817
102,5,180,1.0476861956999528,-1571.6958433175,-1571.6937201504,-1570.6481571218,0.0021231670999668495,7.122920010260714e-05,-1571.6937913796,1.0456342577999749
112,10,180,1.0483794477001993,-1571.6946163400003,-1571.6909243575,-1570.6462368923,0.0036919825000722994,0.000927909900042323,-1571.6918522674,1.045615375099942
6,15,180,1.0488401556999634,-1571.6918451561,-1571.6866454323,-1570.6430050004,0.005199723799933054,0.0024638540000978537,-1571.6891092863002,1.0461042859001282
201,20,180,1.0490993548999086,-1571.6875367906,-1571.68086576,-1570.6384374357,0.006671030600045924,0.004386402600061956,-1571.6852521626001,1.0468147269000383
320,25,180,1.0490666231000887,-1571.681558688,-1571.6735436907,-1570.6324920649,0.008014997300051618,0.006319701100096609,-1571.6798633918002,1.0473713269002474
40,30,180,1.048787066900104,-1571.6739023036,-1571.6646311268,-1570.6251152367,0.00927117679998446,0.007865466500106777,-1571.6724965933001,1.0473813566002264
269,40,180,1.0475436778999665,-1571.6533622351,-1571.6418211897,-1570.6058185572,0.011541045400008443,0.008752647500045896,-1571.6505738372002,1.0447552800001176
165,50,180,1.0469452063998688,-1571.6267362175,-1571.6117879111,-1570.5797910111,0.014948306400015099,0.008902601200020399,-1571.6206905123,1.040899501199874
359,60,180,1.0457623275999595,-1571.5915877508999,-1571.573638726,-1570.5458254233,0.01794902489996275,0.008445159700045224,-1571.5820838856998,1.0362584623999282
236,0,190,1.0489683738999247,-1571.7010733708998,-1571.698827836,-1570.652104997,0.002245534899998347,0.007658224200099539,-1571.7064860602,1.054381063200026
81,5,190,1.0486720864000745,-1571.7032691264,-1571.7008516451,-1570.65459704,0.0024174812999717687,0.006883397700107707,-1571.7077350428003,1.053138002800324
113,10,190,1.0494916459001615,-1571.7052036262003,-1571.7013083203,-1570.6557119803,0.0038953059000732537,0.006369099200014716,-1571.7076774195002,1.051965439200103
13,15,190,1.0500801195000804,-1571.7055585854,-1571.7002416581,-1570.6554784659,0.0053169272999866735,0.006206194600054005,-1571.7064478527,1.050969386800034
206,20,190,1.0504706699998678,-1571.7043866374,-1571.6976787236,-1570.6539159674,0.006707913800028109,0.006382694800095123,-1571.7040614184,1.0501454509999348
307,25,190,1.050576343199964,-1571.7016018964,-1571.6936229857,-1570.6510255532,0.00797891070010337,0.006790868700022656,-1571.7004138543998,1.0493883011997696
66,30,190,1.0504446292000011,-1571.6972411356,-1571.688069431,-1570.6467965064,0.009171704600021258,0.007297324300111541,-1571.6953667553003,1.0485702489002051
258,40,190,1.0495286805000887,-1571.6837298217001,-1571.6723739188,-1570.6342011412,0.011355902899936154,0.007750087400040684,-1571.6801240062,1.045922864999966
148,50,190,1.049287891800077,-1571.6649074219001,-1571.6501442342,-1570.6156195301,0.014763187700054914,0.008014997300051618,-1571.6581592315001,1.0425397014000737
331,60,190,1.0484617161000642,-1571.6385187358,-1571.6206139425,-1570.5900570197,0.017904793299976518,0.00797891070010337,-1571.6285928532002,1.038535833500191
227,0,200,1.0511124577001283,-1571.7117597398,-1571.709033216,-1570.6606472821,0.0027265237999927194,0.00758961190001628,-1571.7166228279002,1.0559755458002655
83,5,200,1.0507674093998958,-1571.7154534382998,-1571.7127268744,-1570.6646860289,0.002726563899955181,0.006829457100025138,-1571.7195563315,1.0548703025999657
124,10,200,1.0515451009000572,-1571.7187439838,-1571.7147119035,-1570.6671988829,0.0040320803000213346,0.005736501800015503,-1571.7204484053,1.0532495223999376
16,15,200,1.052096885400033,-1571.7203544316,-1571.7150743586,-1570.6682575462,0.005280072999994445,0.004451857000049131,-1571.7195262156001,1.0512686694000877
211,20,200,1.052457008499914,-1571.7203733273,-1571.7138776676,-1570.6679163188,0.006495659700021861,0.003169467500015344,-1571.7170471351,1.0491308163000213
309,25,200,1.0525400816998172,-1571.7187452111998,-1571.7111555993,-1570.6662051295,0.00758961190001628,0.002114848500013977,-1571.7132704478,1.0470653182999285
57,30,200,1.0523940525999933,-1571.7155332263999,-1571.7069285612,-1570.6631391738,0.008604665199982264,0.0014691016000369927,-1571.7083976628,1.0452584890001617
276,40,200,1.0514729526998963,-1571.704393883,-1571.6939561549,-1570.6529209303,0.010437728099986998,0.0013241763000451101,-1571.6952803312001,1.042359400900068
172,50,200,1.0512618481000118,-1571.6881927718,-1571.6746708773,-1570.6369309237,0.013521894500058806,0.0016293995000751238,-1571.6763002768002,1.0393693531002555
329,60,200,1.0504946851999648,-1571.6648193419,-1571.6483938114,-1570.6143246567,0.016425530499986962,0.0022229032000495863,-1571.6506167146,1.0362920578998
225,0,210,1.0537400430000616,-1571.7245232033001,-1571.7213795084,-1570.6707831603,0.0031436948999044034,0.002833867100093812,-1571.7242133755003,1.053430215200251
87,5,210,1.0532131558998117,-1571.7278875713998,-1571.7249617566,-1570.6746744155,0.002925814799937143,0.0031640202000744466,-1571.7281257768,1.053451361299949
114,10,210,1.0538293127999623,-1571.7308706899,-1571.7268649481,-1570.6770413771,0.0040057418000287726,0.003030463400023109,-1571.7298954115,1.052854034399843
11,15,210,1.0542380558999866,-1571.7322096845,-1571.7271902993,-1570.6779716286,0.005019385199943827,0.002408264000109739,-1571.7295985633,1.0516269346999252
194,20,210,1.054471202600098,-1571.7320036899,-1571.7260130107,-1570.6775324873,0.005990679200067461,0.0014774196000644224,-1571.7274904303,1.0499579429999812
323,25,210,1.0544400892999874,-1571.7302014835,-1571.7233720264,-1570.6757613942,0.006829457100025138,0.00055449400008456,-1571.7239265204003,1.0481651262002742
65,30,210,1.0541903365999588,-1571.7268678620999,-1571.7192894628,-1570.6726775255,0.007578399299973171,0.0,-1571.7192894628,1.0466119372999856
262,40,210,1.0530900603000646,-1571.7156524873,-1571.7068042369,-1570.662562427,0.008848250399978497,6.47601999617109e-05,-1571.7068689971002,1.0443065701001615
164,50,210,1.0527336060001744,-1571.6995921846,-1571.6882501791,-1570.6468585786,0.011342005500068808,0.0010445489999710844,-1571.6892947280999,1.042436149499963
338,60,210,1.0518670313999792,-1571.676572684,-1571.6628890544,-1570.6247056526,0.013683629599995584,0.0028204973000356404,-1571.6657095517,1.041003899100133
250,0,220,1.0560976940996625,-1571.7354783431997,-1571.7321271575,-1570.6793806491,0.0033511856998984513,0.0050365109999575,-1571.7371636684998,1.0577830193997215
93,5,220,1.055401698399919,-1571.7376292725999,-1571.7347233222,-1570.6822275742,0.0029059503999633307,0.00723114419997728,-1571.7419544663999,1.059726892199933
110,10,220,1.0558643507999932,-1571.7395901851,-1571.7358472482,-1570.6837258343,0.00374293690003924,0.008927521799932947,-1571.7447747699998,1.0610489356997732
32,15,220,1.0561303596998641,-1571.7400686422,-1571.7355710656,-1570.6839382825,0.004497576599987951,0.009811980100039364,-1571.7453830457,1.0614447631999155
204,20,220,1.0562289160000091,-1571.7391409135,-1571.7339483183,-1570.6829119975,0.0051925952000146935,0.009815294400027597,-1571.7437636127001,1.0608516152001357
315,25,220,1.056070633499985,-1571.7367387453,-1571.7310022435,-1570.6806681118,0.005736501800015503,0.009124404199951641,-1571.7401266477,1.0594585358999211
70,30,220,1.055699774200093,-1571.7329091809002,-1571.7267375608,-1570.6772094067,0.006171620099962638,0.00810229749993141,-1571.7348398583,1.0576304515998345
277,40,220,1.0543658202000188,-1571.7209513086,-1571.7141941179,-1570.6665854884,0.0067571907000001374,0.007171793899942713,-1571.7213659118,1.0547804233999614
149,50,220,1.0537875678001,-1571.7044319483,-1571.6959303058,-1570.6506443805,0.008501642500050366,0.0066278740999905494,-1571.7025581798998,1.0519137993999266
354,60,220,1.0527167093998742,-1571.6811459865999,-1571.6710661825,-1570.6284292772,0.010079804099973444,0.0065676300999939485,-1571.6776338126,1.049204535400122
219,0,230,1.0580755890000546,-1571.7432913004,-1571.7399972203,-1570.6852157114,0.0032940800999767816,0.006945500899973922,-1571.7469427212,1.0617270098000517
73,5,230,1.0572665100000904,-1571.7442039779,-1571.7415574254,-1570.6869374679,0.0026465524999821355,0.00759902779998356,-1571.7491564532002,1.0622189853002055
142,10,230,1.0576175799997145,-1571.7451426860998,-1571.7418831971,-1570.6875251061,0.003259489000015492,0.008334640500038404,-1571.7502178375998,1.0626927314997374
25,15,230,1.057774398499987,-1571.7447830131,-1571.741014038,-1570.6870086146,0.003768975100001626,0.00894877500002167,-1571.749962813,1.0629541983998934
193,20,230,1.0577655124000103,-1571.7431712653,-1571.7389740154,-1570.6854057529,0.004197249900016686,0.00927117679998446,-1571.7482451921999,1.062839439299978
293,25,230,1.0574995003000822,-1571.7402124621,-1571.7357606051,-1570.6827129618,0.004451857000049131,0.009171704600021258,-1571.7449323097,1.0622193479000543
39,30,230,1.0570188946999224,-1571.7359329049,-1571.7313578192,-1570.6789140102,0.004575085700025738,0.008604665199982264,-1571.7399624844,1.061048474199879
259,40,230,1.0554602075999355,-1571.7233378414999,-1571.7188674098,-1570.6678776339,0.0044704316999286675,0.007578399299973171,-1571.7264458091,1.05856817519998
151,50,230,1.0546487955002704,-1571.7064568230003,-1571.7010091499,-1570.6518080275,0.005447673100093198,0.006171620099962638,-1571.70718077,1.0553727424999124
344,60,230,1.0533047513997644,-1571.6828532723998,-1571.6766230178,-1570.629548521,0.006230254599927321,0.004575085700025738,-1571.6811981035,1.0516495824999765
216,0,240,1.059650382100017,-1571.7481510336,-1571.7451528723,-1570.6885006515,0.0029981612999563367,0.0030318574999910197,-1571.7481847298,1.0596840783000516
107,5,240,1.0587753445997805,-1571.7481788845998,-1571.7459799931,-1570.68940354,0.0021988914999155895,0.0018083400999557853,-1571.7477883331999,1.0583847931998207
108,10,240,1.0590584850001505,-1571.748396637,-1571.7457609152,-1570.689338152,0.0026357218000612193,0.0011104305000344539,-1571.7468713457001,1.0575331937002375
34,15,240,1.059144562100073,-1571.7474467624002,-1571.7444999509,-1570.6883022003,0.0029468115000099715,0.0010353748999705203,-1571.7455353258001,1.0572331255000336
197,20,240,1.0590604908002206,-1571.7453477906001,-1571.7421923283,-1570.6862872998,0.003155462300014733,0.001512409599968123,-1571.7437047378999,1.0574174380999466
290,25,240,1.058716875300206,-1571.7419940026002,-1571.7388245351,-1570.6832771273,0.003169467500015344,0.0023358068000334242,-1571.7411603419,1.0578832145999968
59,30,240,1.058158209000112,-1571.7374085961,-1571.7343767386,-1570.6792503871,0.0030318574999910197,0.0031714222999426056,-1571.7375481609001,1.0582977738001773
271,40,240,1.0564338459000737,-1571.7244379569001,-1571.7220878537,-1570.668004111,0.0023501032000012856,0.0036622832000148264,-1571.7257501369,1.0577460258998599
155,50,240,1.0554221751999648,-1571.7073958629,-1571.7047018914,-1570.6519736877,0.0026939715000935394,0.00358127929996499,-1571.7082831706998,1.0563094829997226
349,60,240,1.0538214575001348,-1571.6836519407002,-1571.6808152205,-1570.6298304832,0.0028367201999799363,0.002889576699999452,-1571.6837047972,1.0538743140000406
218,0,250,1.0609204069999123,-1571.7508615222,-1571.7482867482,-1570.6899411152,0.0025747739999815167,0.0017993983999531338,-1571.7500861465999,1.0601450313997702
90,5,250,1.060009506200231,-1571.7503602563002,-1571.7486735794,-1570.6903507501,0.0016866769000216664,0.0006941172999859191,-1571.7493676967001,1.0590169466001953
140,10,250,1.0602531966999322,-1571.7501364062,-1571.7481234716,-1570.6898832095,0.0020129345999748693,0.00020960990002549806,-1571.7483330814998,1.0584498719997555
5,15,250,1.0602987915997346,-1571.7488234347998,-1571.7466283492,-1570.6885246432,0.002195085599964841,0.00017740099997354264,-1571.7468057501999,1.058281106999857
213,20,250,1.0601753150999684,-1571.7464381688,-1571.7441792153,-1570.6862628537,0.002258953500017924,0.0013900998999361036,-1571.7455693151999,1.059306461499773
289,25,250,1.0597928622999007,-1571.7428680274,-1571.7407531789,-1570.6830751651,0.002114848500013977,0.0037000784999463576,-1571.7444532574,1.0613780922999467
51,30,250,1.059195820199875,-1571.7381269083999,-1571.7363185683,-1570.6789310882,0.0018083400999557853,0.006588922300011291,-1571.7429074906,1.0639764023999305
252,40,250,1.0573990335001326,-1571.7250198676002,-1571.7242524025,-1570.6676208341,0.0007674651000115773,0.009374762899938105,-1571.7336271653999,1.0660063312998318
170,50,250,1.0562909015002333,-1571.7080492566001,-1571.7072979941,-1570.6517583551,0.0007512625001027118,0.011383629799979644,-1571.7186816239,1.0669232688001102
328,60,250,1.0545301403999474,-1571.6844373574,-1571.683848356,-1570.629907217,0.0005890013999305665,0.012195233900001767,-1571.6960435899,1.0661363729000186
240,0,260,1.0616647710000962,-1571.7520829369,-1571.7499220237,-1570.6904181659,0.0021609131999866804,0.011762814599933336,-1571.7616848383,1.0712666724000428
98,5,260,1.0607415857998603,-1571.7513066364,-1571.7500609608,-1570.6905650506,0.0012456755999892266,0.010419610999974793,-1571.7604805718001,1.0699155212000733
139,10,260,1.0609786838001583,-1571.750857915,-1571.7493277947,-1570.6898792312,0.0015301203000035457,0.008736996899983751,-1571.7580647916002,1.0681855604002521
23,15,260,1.0610221690999424,-1571.7493682338,-1571.7477068436,-1570.6883460647,0.0016613901999562586,0.007338248999985808,-1571.7550450926,1.0666990279000856
186,20,260,1.0608992380000473,-1571.7468458283001,-1571.7451762198,-1570.6859465903,0.0016696085000376115,0.006633515499970599,-1571.7518097353,1.0658631449998666
303,25,260,1.0605197893999048,-1571.7431730327999,-1571.7417039312,-1570.6826532434,0.0014691016000369927,0.006734893299949363,-1571.7484388244998,1.0657855810998171
45,30,260,1.0599283018000278,-1571.7383676884,-1571.7372572579,-1570.6784393866,0.0011104305000344539,0.007526642899961189,-1571.7447839008,1.0663445141999546
286,40,260,1.0581522059999315,-1571.7252739074,-1571.7252739074,-1570.6671217014,0.0,0.008729855599995062,-1571.734003763,1.0668820615999266
161,50,260,1.0570918637999966,-1571.7085590013,-1571.7085590013,-1570.6514671375,0.0,0.010008714499917915,-1571.7185677158,1.0671005782999146
339,60,260,1.0553854023000895,-1571.6854346893,-1571.6854346893,-1570.630049287,0.0,0.01103299549993153,-1571.6964676848002,1.0664183978001347
245,0,270,1.0618427506001353,-1571.7524757942,-1571.75059779,-1570.6906330436,0.001878004199966199,0.011541045400008443,-1571.7621388354,1.071505791800064
104,5,270,1.0609295270999155,-1571.7516015986998,-1571.7506187749,-1570.6906720716,0.0009828237999727207,0.011355902899936154,-1571.7619746778,1.0713026062001063
143,10,270,1.0611794431999897,-1571.7510576414,-1571.749772166,-1570.6898781982,0.0012854753999818058,0.010437728099986998,-1571.7602098941,1.0703316958999949
2,15,270,1.0612430790001781,-1571.7494835795,-1571.7480450443,-1570.6882405005,0.001438535200009028,0.008848250399978497,-1571.7568932947,1.068652794200034
185,20,270,1.061149979999982,-1571.7468959604,-1571.7454181516,-1570.6857459804,0.0014778088000184653,0.0067571907000001374,-1571.7521753423,1.0664293618999636
317,25,270,1.0608103114000187,-1571.7431810607,-1571.7418568844,-1570.6823707493,0.0013241763000451101,0.0044704316999286675,-1571.7463273161,1.063956566800016
36,30,270,1.0602678284999456,-1571.7383583224,-1571.7373229475,-1570.6780904939,0.0010353748999705203,0.0023501032000012856,-1571.7396730506998,1.061582556799749
270,40,270,1.0586128979998648,-1571.7253086875999,-1571.7251443081,-1570.6666957896,0.00016437950000636192,0.0007674651000115773,-1571.7259117732,1.0592159836000974
169,50,270,1.0577114099999108,-1571.7087883503,-1571.7081942686,-1570.6510769403,0.0005940817000009702,0.0,-1571.7081942686,1.0571173282999098
335,60,270,1.056225649200087,-1571.6861670066,-1571.6848853042,-1570.6299413574,0.0012817023999787125,0.00016437950000636192,-1571.6850496837,1.0551083263001146
243,0,280,1.0613931896998565,-1571.7520921525997,-1571.7503103451,-1570.6906989629,0.0017818074999240707,0.0011468200999615874,-1571.7514571652,1.0607582023001214
92,5,280,1.0605128655001863,-1571.7512164947002,-1571.7502862859,-1570.6907036292,0.0009302088000140429,0.0026361776999692665,-1571.7529224636,1.0622188344000278
122,10,280,1.060800816999972,-1571.7506639812,-1571.7493763328,-1570.6898631642,0.0012876484000798882,0.004138011699978961,-1571.7535143445,1.0636511802999848
35,15,280,1.060905418700031,-1571.7490640427,-1571.747550086,-1570.688158624,0.0015139567000233,0.0051268949999894176,-1571.7526769810001,1.0645183570002246
199,20,280,1.0608571571999619,-1571.7464338647,-1571.744781986,-1570.6855767075,0.0016518787000450175,0.005247785299957286,-1571.7500297713,1.0644530637998741
300,25,280,1.0605694751002375,-1571.7426663751003,-1571.7410369756,-1570.6820969,0.0016293995000751238,0.004417439599933459,-1571.7454544152001,1.0633575152000958
60,30,280,1.0600887680000142,-1571.7377845082,-1571.7362720986,-1570.6776957402,0.001512409599968123,0.002921208699945055,-1571.7391933073,1.0614975670998774
257,40,280,1.058596200099828,-1571.7246107690999,-1571.723463949,-1570.666014569,0.0011468200999615874,0.001315348099979019,-1571.7247792971,1.058764728099959
167,50,280,1.057925838300207,-1571.7079960453002,-1571.7056253659,-1570.650070207,0.0023706794000872833,0.002438661700011835,-1571.7080640276,1.0579938205999042
340,60,280,1.056759370600048,-1571.6853941217,-1571.6811746038,-1570.6286347511,0.004219517899969105,0.002107832900037465,-1571.6832824367,1.0546476856000027
221,0,290,1.060341131199948,-1571.7513984266,-1571.749525618,-1570.6910572954,0.0018728085999555333,0.0035251601000254595,-1571.7530507781,1.061993482700018
106,5,290,1.0594996547001756,-1571.7505289851001,-1571.7494661001,-1570.6910293304,0.001062885000010283,0.006476814300071965,-1571.7559429144003,1.064913584000351
126,10,290,1.0598290676000488,-1571.7499492632,-1571.74846439,-1570.6901201956,0.0014848732000700693,0.010219737600095868,-1571.7586841276002,1.0685639320001883
22,15,290,1.0599828587000957,-1571.7482987282,-1571.7464946021,-1570.6883158695,0.0018041260999552833,0.01376268190006158,-1571.760257284,1.0719414145000883
215,20,290,1.0599929380002777,-1571.7455951297002,-1571.7435241721,-1570.6856021917,0.0020709576000399466,0.016149332800068805,-1571.7596735049,1.074071313200193
312,25,290,1.0597694059999867,-1571.7417168076,-1571.7394939044,-1570.6819474016,0.0022229032000495863,0.016808465100098147,-1571.7563023695002,1.0743549679002626
54,30,290,1.0593582145002074,-1571.7366748068002,-1571.734339,-1570.6773165923,0.0023358068000334242,0.015716749800049,-1571.7500557498001,1.0727391575001093
266,40,290,1.0580398658000831,-1571.7230251315,-1571.7203889538,-1570.6649852657,0.0026361776999692665,0.013398279400007596,-1571.7337872332,1.0688019675001215
162,50,290,1.057620004599812,-1571.7057164010998,-1571.7008354865,-1570.6480963965,0.004880914599993957,0.010710152400065454,-1571.7115456389001,1.063449242400111
358,60,290,1.056786690099898,-1571.6821788506,-1571.6739872923,-1570.6253921605,0.008191558299927237,0.008537960100056807,-1571.6825252524,1.0571330918999138
238,0,300,1.0588003389000278,-1571.7503742885,-1571.7483107431,-1570.6915739496,0.0020635454000057507,0.0074483524000470425,-1571.7557590955003,1.0641851459001828
75,5,300,1.0580059955000252,-1571.7494752997,-1571.7482095727,-1570.6914693042,0.0012657269999181153,0.007589394000092398,-1571.7557989667002,1.0643296625003131
131,10,300,1.0583821889001683,-1571.7488292150001,-1571.7470983646,-1570.6904470261,0.0017308504000084213,0.00877709480005251,-1571.7558754594002,1.0654284333002124
0,15,300,1.0585830370998792,-1571.7470648746998,-1571.7449359041,-1570.6884818376,0.002128970599983404,0.010597475200029294,-1571.7555333793,1.0670515417000388
183,20,300,1.0586435548000281,-1571.7441881532,-1571.7416731018,-1570.6855445984,0.002515051399996082,0.012544812900046054,-1571.7542179147,1.0686733162999644
318,25,300,1.0584788969999863,-1571.7400731045,-1571.7372392374,-1570.6815942075,0.002833867100093812,0.014125539700103218,-1571.7513647771002,1.069770569600223
47,30,300,1.058135627399679,-1571.7347198757998,-1571.7315484535,-1570.6765842484,0.0031714222999426056,0.014948306400015099,-1571.7464967598999,1.0699125114997514
287,40,300,1.0569747661998008,-1571.7201272254,-1571.7159892137,-1570.6631524592,0.004138011699978961,0.014763187700054914,-1571.7307524014,1.0675999421998768
179,50,300,1.056770916600044,-1571.7013232821,-1571.6939076314,-1570.6445523655,0.007415650700067999,0.013521894500058806,-1571.7074295259,1.0628771603999212
333,60,300,1.0562126816998898,-1571.6755994348998,-1571.6633898571,-1570.6193867532,0.012209577799922045,0.011342005500068808,-1571.6747318625999,1.0553451093999229
235,0,310,1.0568666749998101,-1571.7487757324998,-1571.7465556394,-1570.6919090575,0.0022200930999360935,0.008501642500050366,-1571.7550572819,1.063148224400038
76,5,310,1.0561292180000237,-1571.7478389577,-1571.7464519084,-1570.6917097397,0.001387049299978571,0.005447673100093198,-1571.7518995815003,1.0601898418003657
127,10,310,1.0565585319002366,-1571.7470936794002,-1571.7452458681,-1570.6905351475,0.001847811300081048,0.0026939715000935394,-1571.7479398396001,1.0574046921001354
3,15,310,1.0568071780999162,-1571.7451541963999,-1571.7428774552,-1570.6883470183,0.0022767411999211618,0.0007512625001027118,-1571.7436287177002,1.0552816994002114
187,20,310,1.0569112770001539,-1571.7420138672,-1571.7392812047,-1570.6851025902,0.002732662500079641,0.0,-1571.7392812047,1.054178614500188
319,25,310,1.0567907352001384,-1571.7375391131002,-1571.7343750929,-1570.6807483779,0.0031640202000744466,0.0005940817000009702,-1571.7349691746,1.054220796700065
37,30,310,1.056498559000147,-1571.7317153722001,-1571.728053089,-1570.6752168132,0.0036622832000148264,0.0023706794000872833,-1571.7304237684002,1.0552069552002195
273,40,310,1.055456440999933,-1571.7157319420999,-1571.7106050471,-1570.6602755011,0.0051268949999894176,0.004880914599993957,-1571.7154859616999,1.0552104605999375
166,50,310,1.0554201547001867,-1571.6947410662,-1571.6855420242,-1570.6393209115,0.00919904200009114,0.007415650700067999,-1571.6929576749,1.0536367634001635
356,60,310,1.055143364199921,-1571.6658446397,-1571.6506923126,-1570.6107012755,0.015152327099940521,0.00919904200009114,-1571.6598913546002,1.0491900791000717
237,0,320,1.05479916889999,-1571.7466247784,-1571.7443698584,-1570.6918256095,0.0022549199999275515,0.00967581120005434,-1571.7540456696001,1.0622200601001168
101,5,320,1.0541164586002196,-1571.7456737049001,-1571.7443381138,-1570.6915572463,0.0013355910999734988,0.008680117900098594,-1571.7530182317,1.0614609854001174
129,10,320,1.0545952299000874,-1571.7448248989,-1571.7430895928,-1570.690229669,0.0017353061000449088,0.006588456800045606,-1571.7496780496,1.059448380600088
8,15,320,1.0548886630001562,-1571.7426984415001,-1571.7405692569,-1570.6878097785,0.002129184599994005,0.004199986800017541,-1571.7447692437,1.0569594651999523
208,20,320,1.0550318407001669,-1571.7392816363001,-1571.7367041857,-1570.6842497956,0.0025774506000288966,0.005592450499989354,-1571.7422966362,1.0580468406001273
305,25,320,1.054943569200077,-1571.7344286777002,-1571.7313982143,-1570.6794851085,0.003030463400023109,0.004714390499998444,-1571.7361126048,1.056627496299825
43,30,320,1.05468046710007,-1571.7281120457,-1571.7245307664,-1570.6734315786,0.00358127929996499,0.006280638500015812,-1571.7308114049001,1.0573798263001208
265,40,320,1.053717630799838,-1571.7107140325998,-1571.7054662473,-1570.6569964018,0.005247785299957286,0.010030211100001907,-1571.7154964584,1.0585000565999962
158,50,320,1.0538132024998959,-1571.6875109062998,-1571.6778350951,-1570.6336977038,0.00967581120005434,0.014908535299923642,-1571.6927436304,1.0590459265999925
357,60,320,1.0538044756999625,-1571.6553871377,-1571.6392146165,-1570.601582662,0.01617252120001922,0.019490609499939637,-1571.6587052260002,1.0571225640001103
230,0,330,1.0527429170999767,-1571.7436048797,-1571.7414803225,-1570.6908619626,0.002124557199977062,0.022416138200014757,-1571.7638964607,1.0730344981000144
85,5,330,1.0521004079000704,-1571.7427129438001,-1571.7416337632,-1570.6906125359,0.0010791805999588178,0.022884576000024026,-1571.7645183392,1.073905803300022
135,10,330,1.052615550399878,-1571.741853388,-1571.7404841236,-1570.6892378376,0.0013692644000684595,0.020886671299990667,-1571.7613707949,1.0721329572998002
31,15,330,1.0529405716997644,-1571.7396540313998,-1571.737986748,-1570.6867134597,0.001667283400024644,0.017186024699981317,-1571.7551727727,1.0684593129999485
195,20,330,1.0531063036000887,-1571.7360979258,-1571.7340669471,-1570.6829916222,0.0020309787000769575,0.013011551399927157,-1571.7470784984998,1.0640868762998252
310,25,330,1.0530278121000265,-1571.731025263,-1571.728616999,-1570.6779974509,0.002408264000109739,0.009603653300018777,-1571.7382206523,1.0602232014000492
68,30,330,1.052763155500088,-1571.7243999543,-1571.7215103776,-1570.6716367988,0.002889576699999452,0.007756968100011363,-1571.7292673457,1.0576305469001
274,40,330,1.0517821977000494,-1571.7061160567,-1571.7016986171,-1570.654333859,0.004417439599933459,0.007690091399922494,-1571.7093887084998,1.055054849499811
163,50,330,1.0518848268000056,-1571.6816033316,-1571.6729232137,-1570.6297185048,0.008680117900098594,0.00916205169994555,-1571.6820852654,1.05236676060008
355,60,330,1.0520381322000958,-1571.6477196993,-1571.6327538712,-1570.5956815671,0.01496582810000291,0.01161281579993556,-1571.644366687,1.0486851199000284
231,0,340,1.0510189567999078,-1571.7398114465,-1571.7379418446,-1570.6887924897,0.0018696018998980435,0.01433708669992484,-1571.7522789313,1.0634864415999346
95,5,340,1.0503766680999433,-1571.7390011487,-1571.7383149368,-1570.6886244806,0.0006862118999606537,0.016638298999964718,-1571.7549532357998,1.06632875519972
119,10,340,1.0508904641001209,-1571.7382060524,-1571.7373612449,-1570.6873155883,0.0008448075000160316,0.01794902489996275,-1571.7553102698,1.0679946815000676
27,15,340,1.0512113867000608,-1571.7360577157,-1571.735044706,-1570.684846329,0.0010130096999318994,0.017904793299976518,-1571.7529494993,1.0681031702999917
209,20,340,1.0513692516001356,-1571.7325493685,-1571.731306232,-1570.6811801169,0.0012431365000793448,0.016425530499986962,-1571.7477317624998,1.0665516455999295
306,25,340,1.0512739617001898,-1571.7275248117003,-1571.7260473921,-1570.67625085,0.0014774196000644224,0.013683629599995584,-1571.7397310217002,1.063480171700121
46,30,340,1.0509784606999801,-1571.7209473112,-1571.7191479128,-1570.6699688505,0.0017993983999531338,0.010079804099973444,-1571.7292277169,1.0592588663998868
256,40,340,1.049878430299941,-1571.7027747757,-1571.699853567,-1570.6528963454,0.002921208699945055,0.006230254599927321,-1571.7060838215998,1.0531874761998097
178,50,340,1.0497967404000974,-1571.6785005163001,-1571.6719120595,-1570.6287037759,0.006588456800045606,0.0028367201999799363,-1571.6747487797002,1.0460450038001454
346,60,340,1.0497918104999826,-1571.645200576,-1571.6331922483,-1570.5954087655,0.012008327699959409,0.0005890013999305665,-1571.6337812497,1.0383724841999538
222,0,350,1.0497726041999158,-1571.7362366987,-1571.7346604887,-1570.6864640945,0.0015762099999392376,0.0,-1571.7346604887,1.0481963941999766
96,5,350,1.049068938100163,-1571.7353137545,-1571.7350319172,-1570.6862448164,0.00028183730000819196,0.0012817023999787125,-1571.7363136196,1.0500688032000198
120,10,350,1.049525131199971,-1571.7344609773,-1571.7341331823,-1570.6849358461,0.0003277949999755947,0.004219517899969105,-1571.7383527001998,1.0534168540998508
